Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment,主题概率,主题类型
,2024-02-14 00:12:19,May、D﹏ay,5,守护我们的B站,（该条评论已经被删除）小破站坠吊！。,评论 删除 小破站 坠吊,负面,"[(0, 0.22470042), (1, 0.01335504), (2, 0.013355041), (3, 0.01335504), (4, 0.013355062), (5, 0.0133551), (6, 0.013355051), (7, 0.01335504), (8, 0.013355058), (9, 0.01335505), (10, 0.013355048), (11, 0.60168386), (12, 0.013355041), (13, 0.013355048), (14, 0.013355044)]",11
,2024-02-14 00:11:13,▲A☆潘派,5,所以我也不希望恶评什么的影响这个软件的使用,（该条评论已经被删除）🌟，.，是个很好的软件。,评论 删除 很好 软件,负面,"[(0, 0.013333423), (1, 0.013333423), (2, 0.013333424), (3, 0.013333423), (4, 0.013333434), (5, 0.01333356), (6, 0.013333441), (7, 0.013333426), (8, 0.013333442), (9, 0.0133334305), (10, 0.013333429), (11, 0.8133319), (12, 0.013333426), (13, 0.013333426), (14, 0.013333419)]",11
,2024-02-13 23:53:01,Alexis 〖Anderson,5,b站加油,（该条评论已经被删除）连续包月就15元，许多主为了过审都会打马赛克。,评论 删除 连续 包月 过审,负面,"[(0, 0.01111423), (1, 0.011114229), (2, 0.01111423), (3, 0.011114229), (4, 0.011114254), (5, 0.011114271), (6, 0.011114238), (7, 0.011114229), (8, 0.84440064), (9, 0.011114237), (10, 0.011114259), (11, 0.011114253), (12, 0.011114244), (13, 0.011114237), (14, 0.011114231)]",8
,2024-02-13 23:43:40,Elisabeth Breiten┘berg V,5,一日,（该条评论已经被删除）你从一个小小的破站到这样的一个大精彩！你像百度一样给大家提供许多便利。,评论 删除 精彩 百度 提供 便利,负面,"[(0, 0.6227748), (5, 0.25330567)]",0
,2024-02-13 23:25:08,别O来无恙么么哒,5,很值得推荐给大家的,（该条评论已经被删除）一天25个小时都想看站。,评论 删除 小时,负面,"[(0, 0.016666826), (1, 0.016666824), (2, 0.016666826), (3, 0.016666824), (4, 0.01666685), (5, 0.40371254), (6, 0.016666837), (7, 0.016666824), (8, 0.37961864), (9, 0.016666835), (10, 0.016666833), (11, 0.016666861), (12, 0.016666826), (13, 0.016666833), (14, 0.016666828)]",5
,2024-02-13 23:19:58,内へ蒙 信 用 卡 垫 还,5,很满意👍👍👍,（该条评论已经被删除）你不值一文。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222279), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 22:54:28,叶≡剑龙,5,我爱b站,（该条评论已经被删除）追番党必备，小破站不怕你们活粉只有几千的女明星！。,评论 删除 必备 活粉 女明星,负面,"[(0, 0.011118762), (1, 0.011118761), (2, 0.011118761), (3, 0.011118761), (4, 0.8443373), (5, 0.011118797), (6, 0.011118767), (7, 0.011118761), (8, 0.011118771), (9, 0.011118773), (10, 0.011118766), (11, 0.011118777), (12, 0.011118762), (13, 0.011118766), (14, 0.011118762)]",4
,2024-02-13 22:53:01,P>﹌LASMA SYSTEM,5,大推→界面简单易懂,（该条评论已经被删除）不同的站。,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222273), (5, 0.6888885), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.02222225), (10, 0.022222247), (11, 0.022222338), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-13 22:31:54,好♀手61,5,请你们学会换位思考,（该条评论已经被删除）结果因为没有人答对题而全军覆没！_000_总结:现在站是全程吃瓜看戏的状态。,评论 删除 答对 全程 状态,负面,"[(0, 0.3919824), (1, 0.011124738), (2, 0.011124738), (3, 0.011124738), (4, 0.011124746), (5, 0.46339598), (6, 0.011124742), (7, 0.011124739), (8, 0.011124745), (9, 0.011124741), (10, 0.011124741), (11, 0.01112475), (12, 0.011124738), (13, 0.011124741), (14, 0.0111247385)]",5
,2024-02-13 22:07:40,┘恋恋妆,5,就一点,（该条评论已经被删除）我觉得这个非常好用。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 20:58:30,╄—_不为别~的,5,真的很好,（该条评论已经被删除）内容还蛮全的，确认过太阳。,评论 删除 内容 确认,负面,"[(0, 0.013333645), (1, 0.013333643), (2, 0.0133336475), (3, 0.013333645), (4, 0.0133336615), (5, 0.374658), (6, 0.013333654), (7, 0.01333365), (8, 0.013333657), (9, 0.45200455), (10, 0.013333649), (11, 0.013333669), (12, 0.013333647), (13, 0.013333667), (14, 0.013333647)]",9
,2024-02-13 20:38:55,Bonni0e Dickinson III,5,但是这也是最后一次帮b站刷五星了,（该条评论已经被删除）有一些不想看更新动态（经常水视频的。,评论 删除 不想 动态 视频,负面,"[(0, 0.011111262), (1, 0.011111256), (2, 0.011111251), (3, 0.011111253), (4, 0.011111266), (5, 0.27281305), (6, 0.011111255), (7, 0.011111274), (8, 0.011111262), (9, 0.011111266), (10, 0.0111112585), (11, 0.011111273), (12, 0.011111257), (13, 0.58274055), (14, 0.01111127)]",13
,2024-02-13 19:48:42,香港代购 >叶小花,5,很好的！比起别的软件,（该条评论已经被删除）8说了。,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222266), (5, 0.6888885), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.022222249), (10, 0.022222247), (11, 0.022222323), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-13 19:46:18,Bil*ly Terry,5,看个视频不到一分钟就闪退,（该条评论已经被删除）至于小破站的前途我相信是一片光明的。,评论 删除 小破站 前途 光明,负面,"[(0, 0.011123028), (1, 0.3556751), (2, 0.011123028), (3, 0.011123027), (4, 0.011123045), (5, 0.011123077), (6, 0.011123036), (7, 0.011123027), (8, 0.011123042), (9, 0.011123035), (10, 0.011123034), (11, 0.49972543), (12, 0.011123028), (13, 0.011123034), (14, 0.01112303)]",11
,2024-02-13 19:44:35,Broㄅwn Rath,5,"二次元！二次元！二次元！_x000D_
阿B越来越多元化了",（该条评论已经被删除）她儒雅随和的问：小蚂蚁。,评论 删除 随和,负面,"[(0, 0.016687877), (1, 0.016687876), (2, 0.016687876), (3, 0.016687876), (4, 0.016687898), (5, 0.47472152), (6, 0.016687887), (7, 0.016687876), (8, 0.016687894), (9, 0.016687887), (10, 0.308336), (11, 0.016687905), (12, 0.016687877), (13, 0.016687885), (14, 0.01668788)]",5
,2024-02-13 19:38:32,祈 （祷,5,就是我举报个用户总是不封号,（该条评论已经被删除）功能强大。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 19:37:47,123华@哥需要幸福＝的小女人729,5,谢谢B站每天的陪伴！,（该条评论已经被删除）付费也可以。,评论 删除 付费,负面,"[(0, 0.016667243), (1, 0.016667211), (2, 0.016667211), (3, 0.01666721), (4, 0.016667241), (5, 0.39909166), (6, 0.016667223), (7, 0.016667213), (8, 0.3842344), (9, 0.01666725), (10, 0.016667219), (11, 0.016667241), (12, 0.016667211), (13, 0.01666722), (14, 0.016667213)]",5
,2024-02-13 19:31:35,Alice K▂ohler,5,因为热爱,（该条评论已经被删除）没看完。,评论 删除 没看,负面,"[(0, 0.01667846), (1, 0.016678458), (2, 0.01667846), (3, 0.016678492), (4, 0.47450945), (5, 0.30867034), (6, 0.016678473), (7, 0.016678458), (8, 0.016678508), (9, 0.016678471), (10, 0.016678467), (11, 0.016678492), (12, 0.016678508), (13, 0.01667847), (14, 0.016678462)]",4
,2024-02-13 19:22:55,生存还是毁灭2^0,5,现在真是第一次写评（记忆中应该是吧）,（该条评论已经被删除）但是真的失去了当初的那份纯净的话真的会流失很多用户的_000_真的真的。,评论 删除 纯净 流失 用户,负面,"[(0, 0.011121441), (1, 0.011121431), (2, 0.011121431), (3, 0.011121466), (4, 0.011121446), (5, 0.2901181), (6, 0.011121432), (7, 0.011121431), (8, 0.011121441), (9, 0.30430347), (10, 0.011121446), (11, 0.011121448), (12, 0.01112144), (13, 0.27212113), (14, 0.011121426)]",9
,2024-02-13 19:17:37,青蛙变王子z着,5,感谢平台,（该条评论已经被删除）很有娱乐性，次数也变少了。,评论 删除 娱乐性 次数 变少,负面,"[(0, 0.011128684), (1, 0.011128669), (2, 0.011128669), (3, 0.011128669), (4, 0.011128679), (5, 0.011128695), (6, 0.011128673), (7, 0.011128669), (8, 0.011128676), (9, 0.011128687), (10, 0.011128672), (11, 0.84419847), (12, 0.011128693), (13, 0.011128672), (14, 0.01112867)]",11
,2024-02-13 19:10:23,飘）¯啊飘摇呀摇,5,哔哩哔哩干杯,（该条评论已经被删除）这里真的变味了，随便在变化没有以前好。,评论 删除 变味,负面,"[(0, 0.016667305), (1, 0.016667362), (2, 0.01666731), (3, 0.0166673), (4, 0.016667325), (5, 0.40332687), (6, 0.016667314), (7, 0.0166673), (8, 0.37999803), (9, 0.016667312), (10, 0.01666731), (11, 0.01666733), (12, 0.016667303), (13, 0.01666731), (14, 0.016667305)]",5
,2024-02-13 19:04:09,Cle＝ar_、Even,5,与腾讯视频,（该条评论已经被删除）啥时候安排呀！！！！！。,评论 删除 安排,负面,"[(0, 0.016682629), (1, 0.016682627), (2, 0.016682629), (3, 0.016682629), (4, 0.016682642), (5, 0.76644313), (6, 0.016682636), (7, 0.016682629), (8, 0.016682638), (9, 0.016682634), (10, 0.016682632), (11, 0.016682666), (12, 0.016682629), (13, 0.016682634), (14, 0.01668263)]",5
,2024-02-13 19:02:45,yong (tao,5,B站真的是个非常好的APP！它曾是多少人的救赎！很高兴在有生之年遇见ｂ,（该条评论已经被删除）并且还会发很多弹幕和评论.......我追个欧美。,评论 删除 弹幕 评论,负面,"[(0, 0.013333447), (1, 0.013333445), (2, 0.0133334445), (3, 0.013333443), (4, 0.013333456), (5, 0.5780602), (6, 0.01333346), (7, 0.01333351), (8, 0.013333456), (9, 0.01333345), (10, 0.013333448), (11, 0.24860492), (12, 0.013333443), (13, 0.0133334575), (14, 0.013333443)]",5
,2024-02-13 19:02:27,王义^梅！！！！！,5,我发现b站越来越微博化了,（该条评论已经被删除）内容和评论都越来越好。,评论 删除 内容 评论,负面,"[(0, 0.013333404), (1, 0.013333403), (2, 0.013333407), (3, 0.013333406), (4, 0.0133334175), (5, 0.8133322), (6, 0.013333414), (7, 0.013333417), (8, 0.013333412), (9, 0.013333439), (10, 0.013333407), (11, 0.013333427), (12, 0.013333407), (13, 0.013333439), (14, 0.013333404)]",5
,2024-02-13 18:54:51,icevvvvvvvv,1,十分傲慢的软件,内反馈渠道难找，基本都是单项的提供预设问题回答，没有问题搜索功能，没有直接的客服渠道，最后误点的投币不能撤回,反馈 渠道 提供 回答 搜索 功能 客服 渠道 误点 投币 撤回,负面,"[(0, 0.1346338), (7, 0.72513086), (10, 0.07353372)]",7
,2024-02-13 18:45:01,楷楷酱qwq,5,我爱发疯^v^,懒得写了,懒得,负面,"[(0, 0.033334326), (1, 0.033334326), (2, 0.033334326), (3, 0.033334326), (4, 0.033334326), (5, 0.033334326), (6, 0.033334326), (7, 0.033334326), (8, 0.033334326), (9, 0.5333194), (10, 0.033334326), (11, 0.033334326), (12, 0.033334326), (13, 0.033334337), (14, 0.033334326)]",9
,2024-02-13 18:10:04,-寻你︾在百度-,5,"可以五星了,为什么更新后每个视频都是7分钟,要是能直接点开就好了",（该条评论已经被删除）他们也是很用心的！。,评论 删除 用心,负面,"[(0, 0.016666858), (1, 0.016666856), (2, 0.016666858), (3, 0.016666858), (4, 0.01666687), (5, 0.76666397), (6, 0.016666865), (7, 0.016666858), (8, 0.016666867), (9, 0.016666863), (10, 0.016666863), (11, 0.016666874), (12, 0.016666858), (13, 0.016666863), (14, 0.01666686)]",5
,2024-02-13 17:45:23,Carlie Gusi！kowski,5,一直是很喜欢B站的,（该条评论已经被删除）我为什么进不去啊。,评论 删除 进不去,负面,"[(0, 0.016667133), (1, 0.016667133), (2, 0.016667133), (3, 0.016667133), (4, 0.016667148), (5, 0.76666003), (6, 0.01666714), (7, 0.016667133), (8, 0.016667143), (9, 0.01666714), (10, 0.016667137), (11, 0.016667163), (12, 0.016667133), (13, 0.016667139), (14, 0.016667135)]",5
,2024-02-13 17:29:16,M〗～M.,5,本人肖战理智粉同时是小破站粉,（该条评论已经被删除）不小心点了一个视频结果一直给我推送一样的内容。,评论 删除 小心 视频 推送 内容,负面,"[(13, 0.8666647)]",13
,2024-02-13 17:14:36,美<滋滋,5,大概是从五年级开始接触二次元,（该条评论已经被删除）更不知道你们为什么会把这种曲解的定义和站绑定在了一起。,评论 删除 曲解 定义 绑定,负面,"[(0, 0.011127962), (1, 0.011127959), (2, 0.01112796), (3, 0.01112796), (4, 0.0111279655), (5, 0.6679215), (6, 0.011127963), (7, 0.011127959), (8, 0.187415), (9, 0.011127963), (10, 0.011127963), (11, 0.011127967), (12, 0.01112796), (13, 0.011127963), (14, 0.01112796)]",5
,2024-02-13 16:57:00,ゞBernice Monahan,5,强烈推荐！,（该条评论已经被删除）爱你站，但看着小破站总觉得有点不太一样。,评论 删除 看着 小破站,负面,"[(0, 0.013333641), (1, 0.01333364), (2, 0.013333643), (3, 0.01333364), (4, 0.013333665), (5, 0.013333728), (6, 0.013333661), (7, 0.21998306), (8, 0.013333663), (9, 0.013333655), (10, 0.0133336475), (11, 0.60667944), (12, 0.013333646), (13, 0.0133336475), (14, 0.013333643)]",11
,2024-02-13 16:35:28,万达公寓<式酒店,5,因为我不愿意浪费生命,（该条评论已经被删除）用了几年的软件了，没什么好说的。,评论 删除 软件,负面,"[(0, 0.01666672), (1, 0.016666722), (2, 0.016666723), (3, 0.016666722), (4, 0.01666674), (5, 0.01666679), (6, 0.016666751), (7, 0.016666725), (8, 0.016666753), (9, 0.016666735), (10, 0.01666673), (11, 0.7666657), (12, 0.016666725), (13, 0.016666725), (14, 0.016666716)]",11
,2024-02-13 15:43:22,着什么🤔,5,段宜阳等人的感觉也有一,（该条评论已经被删除）不要这样,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 15:22:32,_源子~12,5,写作录人读作feifen,（该条评论已经被删除）好，我想说一句：小破站万岁。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 15:11:48,妹妹在这?里,5,当年的答案恐怕要反着填了,（该条评论已经被删除）觉得里面的内容很有意思。,评论 删除 内容,负面,"[(0, 0.016666781), (1, 0.016666781), (2, 0.016666787), (3, 0.016666783), (4, 0.0166668), (5, 0.7666648), (6, 0.016666794), (7, 0.016666804), (8, 0.01666679), (9, 0.016666837), (10, 0.016666783), (11, 0.016666811), (12, 0.016666785), (13, 0.016666837), (14, 0.016666783)]",5
,2024-02-13 15:06:08,砂糖小盐仔,5,难受死了,（该条评论已经被删除）站牛👃。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 14:44:24,Jac）k 代你满意,5,怀念之前类似于平行世界的那个版本,（该条评论已经被删除）属实弟中之弟👎。,评论 删除 属实,负面,"[(0, 0.016667223), (1, 0.01666722), (2, 0.016667223), (3, 0.016667223), (4, 0.016667236), (5, 0.76665884), (6, 0.01666723), (7, 0.016667223), (8, 0.016667232), (9, 0.016667228), (10, 0.016667226), (11, 0.01666724), (12, 0.016667223), (13, 0.016667228), (14, 0.016667224)]",5
,2024-02-13 14:43:09,金币子ddfb12548,5,好好好新年快乐呀,（该条评论已经被删除）好好好新年快乐呀,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222266), (5, 0.6888885), (6, 0.02222225), (7, 0.022222236), (8, 0.022222262), (9, 0.022222249), (10, 0.022222247), (11, 0.02222231), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-13 14:05:04,オ)ウ シ ミン,5,特别特别好,（该条评论已经被删除）小黑子食不食油饼。,评论 删除 油饼,负面,"[(0, 0.016682629), (1, 0.016682627), (2, 0.016682629), (3, 0.016682629), (4, 0.016682642), (5, 0.7664432), (6, 0.016682636), (7, 0.016682629), (8, 0.016682638), (9, 0.016682634), (10, 0.016682632), (11, 0.016682645), (12, 0.016682629), (13, 0.016682634), (14, 0.01668263)]",5
,2024-02-13 14:01:48,张·嘟·嘟﹃·嘟,5,b站前几年一直处于亏损状态,（该条评论已经被删除）后悔和你们接触晚了‘在这个平台我学了好多知识。,评论 删除 后悔 接触 平台 知识,负面,"[(5, 0.503191), (10, 0.3729176)]",5
,2024-02-13 14:00:56,┘人事行政@部清asd氏@陈198,5,"有些视频有正版,还没有视频广告",（该条评论已经被删除）虽然小破站还不好。,评论 删除 小破站,负面,"[(0, 0.016666835), (1, 0.016666833), (2, 0.016666835), (3, 0.016666833), (4, 0.016666856), (5, 0.33800712), (6, 0.016666844), (7, 0.016666833), (8, 0.016666852), (9, 0.016666844), (10, 0.016666843), (11, 0.44532394), (12, 0.016666835), (13, 0.016666843), (14, 0.016666837)]",11
,2024-02-13 13:52:54,八骏雄ぃ风,5,不多说,（该条评论已经被删除）非常讨厌短视频模式，五星！。,评论 删除 讨厌 视频模式,负面,"[(0, 0.013334341), (1, 0.013334343), (2, 0.01333434), (3, 0.01333434), (4, 0.013334359), (5, 0.35138783), (6, 0.26510552), (7, 0.01333434), (8, 0.013334356), (9, 0.013334349), (10, 0.013334348), (11, 0.013334364), (12, 0.22349444), (13, 0.013334393), (14, 0.013334343)]",5
,2024-02-13 13:47:54,鱼妹ょ儿呀,5,肖战粉丝打五星,（该条评论已经被删除）就是顶，我家大仙又没犯什么违规的事情。,评论 删除 大仙 没犯 事情,负面,"[(0, 0.011120441), (1, 0.0111204395), (2, 0.011120441), (3, 0.011120441), (4, 0.01112045), (5, 0.45460778), (6, 0.21576792), (7, 0.011120441), (8, 0.19617897), (9, 0.011120445), (10, 0.011120454), (11, 0.011120453), (12, 0.011120441), (13, 0.011120445), (14, 0.011120442)]",5
,2024-02-13 12:48:41,李自豪9‰3,5,b站就是好用,（该条评论已经被删除）说站这样不好。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 12:21:07,蜡ㄅ九,5,没有她没有的,（该条评论已经被删除）站有很优秀很深度的内容。,评论 删除 优秀 内容,负面,"[(0, 0.013333726), (1, 0.013333725), (2, 0.0133337295), (3, 0.013333726), (4, 0.013333737), (5, 0.81332767), (6, 0.013333732), (7, 0.013333738), (8, 0.01333373), (9, 0.013333757), (10, 0.013333728), (11, 0.0133337425), (12, 0.013333728), (13, 0.013333757), (14, 0.013333726)]",5
,2024-02-13 12:16:28,昭昭Me=ke1up萌宠,5,所以路过的你不下载我真的会很伤心的,（该条评论已经被删除）那啥肖战路人缘败光了。,评论 删除 战路 人缘 败光,负面,"[(0, 0.011119831), (1, 0.0111198295), (2, 0.01111983), (3, 0.01111983), (4, 0.011119856), (5, 0.0111198975), (6, 0.011119844), (7, 0.01111983), (8, 0.01111985), (9, 0.84432214), (10, 0.011119839), (11, 0.011119863), (12, 0.011119831), (13, 0.011119841), (14, 0.011119834)]",9
,2024-02-13 11:36:53,香=港首富03‰732,5,b站动不动就搜不到啊,（该条评论已经被删除）这个社交平台确实很好比某音强多了。,评论 删除 社交 平台 确实 好比 音强,负面,"[(9, 0.678963), (11, 0.21264352)]",9
,2024-02-13 10:51:19,Gracie Wilki∠nson,5,近几年b站也逐渐多元化了,（该条评论已经被删除）.，但是时间线没必要吧。,评论 删除 时间,负面,"[(0, 0.01666722), (1, 0.016667217), (2, 0.016667219), (3, 0.016667219), (4, 0.016667232), (5, 0.7666586), (6, 0.016667226), (7, 0.016667265), (8, 0.016667234), (9, 0.016667351), (10, 0.01666727), (11, 0.016667236), (12, 0.016667224), (13, 0.016667234), (14, 0.016667223)]",5
,2024-02-13 10:50:43,时光浅●巷,5,至爱唯你,（该条评论已经被删除）永远支持。,评论 删除 支持,负面,"[(0, 0.016667161), (1, 0.01666716), (2, 0.016667165), (3, 0.01666716), (4, 0.016667172), (5, 0.76665956), (6, 0.016667167), (7, 0.01666716), (8, 0.016667187), (9, 0.016667182), (10, 0.016667163), (11, 0.016667267), (12, 0.01666716), (13, 0.016667167), (14, 0.016667161)]",5
,2024-02-13 10:47:44,A.i Disのcover,5,虽然里,（该条评论已经被删除）览观天下事，夜间模式时显示的字体和背景色差太小。,评论 删除 天下事 模式 显示 字体 背景 色差 太小,负面,"[(6, 0.9066399)]",6
,2024-02-13 10:29:08,刘永江123,5,B站好,我原来在花椒直播六间房抖音西瓜视频都播过，没赚一分钱，在这里已经收入40多元了。,花椒 六间房 视频 播过 没赚 一分钱 收入,负面,"[(7, 0.8831849)]",7
,2024-02-13 10:25:46,看谁给戏（演,5,太棒了,"（该条评论已经被删除）小破站最棒，支持下站,哔哩哔哩就是好。",评论 删除 小破站 支持 哔哩 哔哩,负面,"[(11, 0.6233184), (14, 0.25287035)]",11
,2024-02-13 10:13:22,? 希望盼望,5,我们先进厨房,（该条评论已经被删除）必须满分啊。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 10:05:48,Mabelぃle Blick,5,把他们的恶劣手段分享一下,（该条评论已经被删除）复活甲。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-13 09:58:19,thirkkk,3,打不开了,不是，一直用的好好的，怎么突然打不开了，停留在开屏页面，更新了也没用,打不开 停留 开屏 页面 没用,负面,"[(0, 0.011114581), (1, 0.011114644), (2, 0.0111146625), (3, 0.011114653), (4, 0.011114565), (5, 0.011114739), (6, 0.011114647), (7, 0.011114582), (8, 0.011114629), (9, 0.011114599), (10, 0.011114564), (11, 0.01111458), (12, 0.011114597), (13, 0.011114557), (14, 0.84439546)]",14
,2024-02-13 09:09:44,蓝色的金泽,3,总是闪退,为什么总是闪退 是我打开的不对吗,闪退 打开,负面,"[(0, 0.022222346), (1, 0.02222236), (2, 0.022222348), (3, 0.48045644), (4, 0.02222235), (5, 0.022222357), (6, 0.23065296), (7, 0.022222398), (8, 0.02222236), (9, 0.02222236), (10, 0.022222346), (11, 0.022222353), (12, 0.022222346), (13, 0.02222236), (14, 0.022222346)]",3
,2024-02-13 08:52:08,︶诗虾俱毅·ez,5,希望多点免费电影和动漫,（该条评论已经被删除）爱死这小破站了！，预约奖励之类的跟没有一样。,评论 删除 预约,负面,"[(0, 0.016682621), (1, 0.01668262), (2, 0.016682621), (3, 0.016682621), (4, 0.016682634), (5, 0.76644325), (6, 0.016682629), (7, 0.016682621), (8, 0.01668263), (9, 0.016682627), (10, 0.016682625), (11, 0.016682638), (12, 0.016682621), (13, 0.016682627), (14, 0.016682623)]",5
,2024-02-13 08:51:35,Abel Tow★ne,5,"7.13_x000D_
哔哩哔哩卡了",（该条评论已经被删除）恐怖视频你平常不点他就一般不给你推荐。,评论 删除 恐怖 视频 平常 不点 推荐,负面,"[(13, 0.88327926)]",13
,2024-02-13 08:10:07,龙ょ辉汽车,5,好！很好！,（该条评论已经被删除）非常优秀的。,评论 删除 优秀,负面,"[(0, 0.016667219), (1, 0.016667217), (2, 0.016667219), (3, 0.016667219), (4, 0.016667232), (5, 0.7666589), (6, 0.016667226), (7, 0.016667219), (8, 0.016667228), (9, 0.016667224), (10, 0.016667224), (11, 0.016667236), (12, 0.016667219), (13, 0.016667224), (14, 0.01666722)]",5
,2024-02-13 07:12:03,我的独〗白,5,希望大家支持,（该条评论已经被删除）陈睿，小破站评论，站就是个垃圾。,评论 删除 评论 垃圾,负面,"[(0, 0.013333465), (1, 0.013333503), (2, 0.013333469), (3, 0.013333429), (4, 0.013333439), (5, 0.8133316), (6, 0.013333472), (7, 0.013333493), (8, 0.01333345), (9, 0.013333426), (10, 0.013333431), (11, 0.013333445), (12, 0.013333491), (13, 0.0133334305), (14, 0.013333435)]",5
,2024-02-13 07:09:27,曹以ˇ拇ez曹,5,🙅🏼♀️👊给👴爪巴,（该条评论已经被删除）这个不是乱写的哦～。,评论 删除 乱写,负面,"[(0, 0.016684478), (1, 0.016684476), (2, 0.016684478), (3, 0.016684476), (4, 0.0166845), (5, 0.39996105), (6, 0.01668449), (7, 0.016684476), (8, 0.38314065), (9, 0.016684487), (10, 0.016684486), (11, 0.016684508), (12, 0.016684478), (13, 0.016684487), (14, 0.01668448)]",5
,2024-02-13 06:29:09,ღヾ谁的灬陈先生ゞ。,5,b站是我最喜欢的,（该条评论已经被删除）这里是二次元的天堂，哔哩哔哩良心平台。,评论 删除 天堂 哔哩 哔哩 良心 平台,负面,"[(5, 0.4815273), (8, 0.15716657), (14, 0.26128307)]",5
,2024-02-13 06:12:27,◇酒的伤，掩埋眼泪% 、,5,春物,（该条评论已经被删除）我给很多朋友推荐了站。,评论 删除 朋友 推荐,负面,"[(0, 0.21914384), (1, 0.013334179), (2, 0.013334217), (3, 0.013334181), (4, 0.013334196), (5, 0.60751164), (6, 0.013334186), (7, 0.013334181), (8, 0.013334191), (9, 0.013334201), (10, 0.013334184), (11, 0.0133342035), (12, 0.013334191), (13, 0.013334201), (14, 0.013334183)]",5
