内容,主题概率,主题类型
真心 好吃 好吃 好吃 原因 一点 苦味 果是 挺大 真的 难吃,"[(0, 0.010429358), (1, 0.2062702), (2, 0.010432321), (3, 0.010447382), (4, 0.010434823), (5, 0.73111564), (6, 0.010433026), (7, 0.010437255)]",5
苦不拉几 难吃 第一口 不想 第二口,"[(0, 0.15403602), (1, 0.020933896), (2, 0.020883074), (3, 0.020870183), (4, 0.02088066), (5, 0.02087447), (6, 0.7205905), (7, 0.020931253)]",6
果子 新鲜 帽子 发黄 打开 粘稠 胶状物 卖家 果胶 两个 反胃 发苦 垃圾桶,"[(2, 0.16303068), (3, 0.08181744), (5, 0.7102855)]",5
难吃 发货 果肉 上当 难吃 果子 拳头 真心话,"[(0, 0.013917035), (1, 0.48355123), (2, 0.013929816), (3, 0.013902986), (4, 0.013927832), (5, 0.013939381), (6, 0.43289575), (7, 0.013935948)]",1
柚子 子女 網上 什麼 牛鬼 五星 拒絕 付款 建議 平台 清除 這樣 無良 商家,"[(5, 0.9415176)]",5
失望 回购 两箱 一箱 不在意 几个 袋子 感觉 存货 打开 屁股 味道 新鲜 果子 网套 汁水 清香 甘甜 不行 取关 你家 物流 不行 上楼 累死,"[(6, 0.96626765)]",6
难吃 味道,"[(0, 0.041693468), (1, 0.7081665), (2, 0.04170536), (3, 0.04167475), (4, 0.041683752), (5, 0.04168109), (6, 0.04170219), (7, 0.041692887)]",1
葡萄柚 两边 枯干 一点 难吃,"[(0, 0.020872544), (1, 0.020947374), (2, 0.020877501), (3, 0.020857789), (4, 0.020878766), (5, 0.020892559), (6, 0.8537773), (7, 0.020896204)]",6
朋友 反馈 汁水 甜度 酸味 收到 坏果 直播 讲解 稍微 夸大,"[(0, 0.010437483), (1, 0.11390676), (2, 0.0104409745), (3, 0.38517475), (4, 0.010439536), (5, 0.010433562), (6, 0.44873765), (7, 0.010429275)]",6
口感 真的 不甜 新鲜 边上 水分,"[(0, 0.017877253), (1, 0.017949047), (2, 0.01789058), (3, 0.017878126), (4, 0.017885067), (5, 0.87474823), (6, 0.017885376), (7, 0.017886309)]",5
柚子 橙子 标注 更改 诈骗 拉黑,"[(0, 0.017880248), (1, 0.017877247), (2, 0.017871637), (3, 0.017898733), (4, 0.017873093), (5, 0.017885612), (6, 0.017900124), (7, 0.8748133)]",7
真心 好吃 好评 几个 再也不会 上当 只上,"[(0, 0.51685053), (1, 0.015674923), (2, 0.015677426), (3, 0.015652858), (4, 0.01565676), (5, 0.389166), (6, 0.015669256), (7, 0.015652243)]",0
骗人 直播间 天上 地下 区别 水分 味道 东西 好比,"[(0, 0.012525218), (1, 0.9123595), (2, 0.0125256125), (3, 0.012517463), (4, 0.012513903), (5, 0.012532065), (6, 0.01251432), (7, 0.012511948)]",1
感觉 放熟 过头 口感 好吃,"[(0, 0.020905154), (1, 0.020868015), (2, 0.020884532), (3, 0.020842427), (4, 0.8537894), (5, 0.020941606), (6, 0.020843089), (7, 0.020925736)]",4
好吃 三个,"[(0, 0.04170654), (1, 0.70806766), (2, 0.04169977), (3, 0.041683905), (4, 0.04169071), (5, 0.04175174), (6, 0.04167301), (7, 0.041726667)]",1
果子 不算 果肉 软烂 不酸不甜 口感,"[(0, 0.70056003), (1, 0.017935952), (2, 0.017896581), (3, 0.017884703), (4, 0.19197895), (5, 0.017913483), (6, 0.017933438), (7, 0.017896866)]",0
味道 苦味 难吃 特别 橘子,"[(0, 0.020872151), (1, 0.28206864), (2, 0.020872554), (3, 0.020856807), (4, 0.020858733), (5, 0.4099863), (6, 0.020858424), (7, 0.20362638)]",5
柚子 不行 发苦 麻嘴,"[(0, 0.025036147), (1, 0.025059434), (2, 0.025043203), (3, 0.3154931), (4, 0.025077902), (5, 0.5340945), (6, 0.025096921), (7, 0.025098803)]",5
橘子 柚子 水果 撕皮吃 橘子 手上 汁水,"[(0, 0.015638044), (1, 0.015634257), (2, 0.01563352), (3, 0.01564837), (4, 0.015640056), (5, 0.015643276), (6, 0.015650079), (7, 0.8905124)]",7
玩意 酸味 没法 直播,"[(0, 0.025077159), (1, 0.025034687), (2, 0.30577293), (3, 0.025070012), (4, 0.025048435), (5, 0.02505015), (6, 0.54387176), (7, 0.025074922)]",6
描述 相符 性价比 包装 物流 很快 下次,"[(0, 0.015649835), (1, 0.01568056), (2, 0.24961166), (3, 0.4975259), (4, 0.1745493), (5, 0.01566229), (6, 0.015663156), (7, 0.01565731)]",3
两天 前买 到货 降价 客服 生鲜 产品价格 浮动 很大,"[(0, 0.01251596), (1, 0.012538149), (2, 0.012522516), (3, 0.0125254765), (4, 0.012521385), (5, 0.012516466), (6, 0.012522163), (7, 0.91233784)]",7
橙子 去年 果子 去年,"[(0, 0.5576873), (1, 0.025011167), (2, 0.025012895), (3, 0.025006589), (4, 0.025035264), (5, 0.025024863), (6, 0.29219615), (7, 0.02502577)]",0
难吃 没熟 树上 柚子 区别 文字游戏 整箱,"[(0, 0.015646735), (1, 0.89034736), (2, 0.01564974), (3, 0.015646037), (4, 0.015646692), (5, 0.015684469), (6, 0.015649563), (7, 0.015729444)]",1
柚子 收到 太小 两个 一斤,"[(0, 0.020844253), (1, 0.02085037), (2, 0.020873573), (3, 0.02087914), (4, 0.39818487), (5, 0.020854155), (6, 0.020893466), (7, 0.4766202)]",7
橘子 一点,"[(0, 0.041723978), (1, 0.041727778), (2, 0.04169062), (3, 0.041676264), (4, 0.041698165), (5, 0.041731037), (6, 0.041690525), (7, 0.7080616)]",7
勾史 一点 好吃,"[(0, 0.031301428), (1, 0.031319536), (2, 0.03129449), (3, 0.031288255), (4, 0.031296488), (5, 0.78089076), (6, 0.031289797), (7, 0.031319257)]",5
一共 两个 好吃,"[(0, 0.03137596), (1, 0.03131401), (2, 0.03133022), (3, 0.031278927), (4, 0.7807839), (5, 0.03133249), (6, 0.031265408), (7, 0.031319063)]",4
太苦 果肉,"[(0, 0.70759916), (1, 0.0417492), (2, 0.04175102), (3, 0.041735243), (4, 0.041842796), (5, 0.041784417), (6, 0.041756038), (7, 0.041782137)]",0
很小 不行,"[(0, 0.04166856), (1, 0.041721854), (2, 0.04169156), (3, 0.041729286), (4, 0.04172142), (5, 0.04170563), (6, 0.04168841), (7, 0.70807326)]",7
皮厚 不好,"[(0, 0.041808724), (1, 0.041731335), (2, 0.041707568), (3, 0.7077627), (4, 0.041906007), (5, 0.041717358), (6, 0.041695282), (7, 0.041671008)]",3
太苦 一点 好吃 苦出胆,"[(0, 0.025061162), (1, 0.025058841), (2, 0.02504521), (3, 0.025041599), (4, 0.025070205), (5, 0.8246214), (6, 0.02504249), (7, 0.025059104)]",5
太小 两个 一斤,"[(0, 0.031264793), (1, 0.03126859), (2, 0.03128936), (3, 0.031300385), (4, 0.7810034), (5, 0.0312602), (6, 0.031313013), (7, 0.031300217)]",4
坏果 看吧 不想,"[(0, 0.781143), (1, 0.031265702), (2, 0.03127263), (3, 0.031261533), (4, 0.031267017), (5, 0.0312658), (6, 0.031256463), (7, 0.031267848)]",0
个头 发苦,"[(0, 0.041673742), (1, 0.041681398), (2, 0.70777094), (3, 0.04167687), (4, 0.041835193), (5, 0.04183378), (6, 0.041821323), (7, 0.04170672)]",2
真的 没法 鸭梨,"[(0, 0.031295355), (1, 0.031293396), (2, 0.0312906), (3, 0.03129228), (4, 0.031314507), (5, 0.78090036), (6, 0.031305283), (7, 0.03130823)]",5
真心话 一点 好吃,"[(0, 0.03128755), (1, 0.031307276), (2, 0.031279214), (3, 0.031271752), (4, 0.03128157), (5, 0.03131786), (6, 0.031287976), (7, 0.7809668)]",7
难吃 讲解 不符,"[(0, 0.03125944), (1, 0.03136099), (2, 0.031291302), (3, 0.03128252), (4, 0.78096193), (5, 0.031265043), (6, 0.031286586), (7, 0.031292196)]",4
难吃 一点 不甜 难吃,"[(0, 0.025013773), (1, 0.82489955), (2, 0.025017677), (3, 0.025004603), (4, 0.025010783), (5, 0.025017004), (6, 0.025012912), (7, 0.025023682)]",1
好笑 橙子 一点,"[(0, 0.7808341), (1, 0.031321988), (2, 0.03129776), (3, 0.031289943), (4, 0.031303316), (5, 0.03131773), (6, 0.031301755), (7, 0.03133346)]",0
柚子 质量 不好 包装 不好,"[(0, 0.020887636), (1, 0.020880472), (2, 0.020859053), (3, 0.02085143), (4, 0.020909319), (5, 0.8538939), (6, 0.02085574), (7, 0.020862462)]",5
一共 七个,"[(0, 0.04178329), (1, 0.041686285), (2, 0.70806974), (3, 0.041680858), (4, 0.04169791), (5, 0.04167945), (6, 0.04170772), (7, 0.041694775)]",2
品质 想买 看吧,"[(0, 0.39126325), (1, 0.42096648), (2, 0.0313299), (3, 0.03130027), (4, 0.03131183), (5, 0.031301603), (6, 0.031263165), (7, 0.03126351)]",1
千万别 难吃 骗人 超级,"[(0, 0.025031367), (1, 0.31431368), (2, 0.025042806), (3, 0.025005268), (4, 0.025012514), (5, 0.5355523), (6, 0.025011456), (7, 0.025030578)]",5
一点 不甜 不到 东南西北,"[(0, 0.025048498), (1, 0.025102483), (2, 0.025042674), (3, 0.025020665), (4, 0.02502826), (5, 0.0250557), (6, 0.824648), (7, 0.025053725)]",6
柚子,"[(0, 0.062502824), (1, 0.06251431), (2, 0.06250587), (3, 0.06250683), (4, 0.062506825), (5, 0.06258705), (6, 0.06250614), (7, 0.5623701)]",7
性价比 不行,"[(0, 0.041672584), (1, 0.04173763), (2, 0.041672397), (3, 0.041718993), (4, 0.70808274), (5, 0.04170046), (6, 0.041705918), (7, 0.04170927)]",4
一点 不甜 口苦,"[(0, 0.03133213), (1, 0.39088273), (2, 0.031326383), (3, 0.031303547), (4, 0.031310715), (5, 0.03133898), (6, 0.4211685), (7, 0.03133703)]",6
真的 没想到 太小,"[(0, 0.031255174), (1, 0.03129748), (2, 0.7807976), (3, 0.031338166), (4, 0.03133142), (5, 0.031312846), (6, 0.0313429), (7, 0.03132441)]",2
慎重,"[(0, 0.062615134), (1, 0.062511005), (2, 0.06250271), (3, 0.5622549), (4, 0.06250271), (5, 0.062603265), (6, 0.06250271), (7, 0.06250755)]",3
七个 很小,"[(0, 0.041676227), (1, 0.041675065), (2, 0.7081045), (3, 0.041692115), (4, 0.041675523), (5, 0.041684043), (6, 0.041703448), (7, 0.04178914)]",2
口感 果肉 橙子,"[(0, 0.031305086), (1, 0.031273033), (2, 0.03129958), (3, 0.03125734), (4, 0.031410232), (5, 0.031291973), (6, 0.031284306), (7, 0.7808784)]",7
果子 有大有小 直播间 差距 味道 汁水 挺足 一瓣 不小 嘴里 果肉 吃到 两个 果子 打开 粘稠 流汤 味道 扔掉,"[(6, 0.9561744)]",6
难吃 不甜 不酸 味道 果肉 囔的,"[(0, 0.017900988), (1, 0.424106), (2, 0.46856952), (3, 0.017876083), (4, 0.017879725), (5, 0.017878707), (6, 0.017890248), (7, 0.017898742)]",2
种子 很大 流胶 口感 不好 失望,"[(0, 0.017900202), (1, 0.017901855), (2, 0.01789834), (3, 0.017876374), (4, 0.874759), (5, 0.017875643), (6, 0.017896071), (7, 0.017892495)]",4
感觉 霉味,"[(0, 0.04180139), (1, 0.041684993), (2, 0.7079917), (3, 0.041668978), (4, 0.041678857), (5, 0.041752234), (6, 0.041676085), (7, 0.041745763)]",2
只能 特别 费劲,"[(0, 0.03129993), (1, 0.03133897), (2, 0.031307075), (3, 0.031340614), (4, 0.031295292), (5, 0.78077734), (6, 0.031357083), (7, 0.031283658)]",5
失望 葡萄柚 难吃 一斤 好吃 水分 购买,"[(0, 0.015643427), (1, 0.015667044), (2, 0.015643185), (3, 0.015642228), (4, 0.01565016), (5, 0.015666768), (6, 0.015653819), (7, 0.8904334)]",7
只能 榨汁 剥好 嘴巴,"[(0, 0.025032664), (1, 0.025060741), (2, 0.025035014), (3, 0.025110714), (4, 0.025075443), (5, 0.8245449), (6, 0.025071649), (7, 0.025068924)]",5
太小 大跌眼镜 口感 不好 发苦 上当,"[(0, 0.017875988), (1, 0.017874276), (2, 0.017880583), (3, 0.017870523), (4, 0.33223853), (5, 0.017883927), (6, 0.56050915), (7, 0.017867004)]",6
实在 难吃 水分 麻烦 季节 五个,"[(0, 0.017874697), (1, 0.017943637), (2, 0.017898934), (3, 0.6527475), (4, 0.23987426), (5, 0.017879136), (6, 0.01788865), (7, 0.017893167)]",3
纯甜 毛线 商店 价格 个头,"[(0, 0.020863743), (1, 0.020867804), (2, 0.020891914), (3, 0.020877514), (4, 0.020859417), (5, 0.020876167), (6, 0.85387355), (7, 0.020889923)]",6
垃圾 打开 扒皮 麻嘴 客服 傻子,"[(0, 0.017902754), (1, 0.017888267), (2, 0.017887102), (3, 0.8747191), (4, 0.01790781), (5, 0.017884837), (6, 0.017923528), (7, 0.017886598)]",3
物流 太慢 整一个 礼拜 极差 体验,"[(0, 0.5037149), (1, 0.017906694), (2, 0.01790092), (3, 0.017911036), (4, 0.38880274), (5, 0.017935328), (6, 0.017928563), (7, 0.01789979)]",0
直播 不好,"[(0, 0.041809693), (1, 0.041755125), (2, 0.0417416), (3, 0.70761263), (4, 0.041924275), (5, 0.041734733), (6, 0.04172031), (7, 0.041701578)]",3
第一次 难吃 说不出来 难吃 孩子 不吃,"[(0, 0.017936043), (1, 0.8748016), (2, 0.017874224), (3, 0.017875055), (4, 0.017873628), (5, 0.017879376), (6, 0.017869899), (7, 0.017890193)]",1
大小 直播 好吃 好吃 上当,"[(0, 0.020852733), (1, 0.020862225), (2, 0.020875677), (3, 0.020861464), (4, 0.020840388), (5, 0.8539859), (6, 0.020856898), (7, 0.02086465)]",5
一点儿 不甜 水分 葡萄柚 味道 柚子 失望,"[(0, 0.015641732), (1, 0.5710818), (2, 0.19015758), (3, 0.015639644), (4, 0.015652278), (5, 0.015682735), (6, 0.015666606), (7, 0.16047764)]",1
快递 真的 特别 快递 特别 柚子 家门口 特别 产地 优势,"[(0, 0.011377501), (1, 0.011394514), (2, 0.0113778375), (3, 0.011377317), (4, 0.011391217), (5, 0.9203256), (6, 0.011374564), (7, 0.011381454)]",5
包装 很酸 超级 柚子 慎重,"[(0, 0.020860434), (1, 0.020871535), (2, 0.02089593), (3, 0.02086295), (4, 0.020848013), (5, 0.85389715), (6, 0.02086205), (7, 0.02090194)]",5
一点 不甜 一年 九十多万 直播间 十几个 甜度 骗人 一点 不甜 避雷,"[(0, 0.01042893), (1, 0.9269711), (2, 0.010435003), (3, 0.01042606), (4, 0.01042555), (5, 0.010450676), (6, 0.010429168), (7, 0.010433583)]",1
只能 便宜 越来越 拳头 大小 发货 福利 块钱,"[(0, 0.013908834), (1, 0.01392672), (2, 0.9025208), (3, 0.013897971), (4, 0.013922804), (5, 0.013926985), (6, 0.013935575), (7, 0.013960281)]",2
用手 滑溜 表面 看不出来 选品 不行,"[(0, 0.017879006), (1, 0.017909924), (2, 0.017877214), (3, 0.017886013), (4, 0.017886862), (5, 0.01788197), (6, 0.8747851), (7, 0.017893877)]",6
评论 葡萄柚 难吃 水分 味道 不像 主播,"[(0, 0.015661636), (1, 0.49925768), (2, 0.01563848), (3, 0.015644226), (4, 0.01564657), (5, 0.01565315), (6, 0.40685892), (7, 0.01563933)]",1
很小 柚子 好吃 便宜,"[(0, 0.02500671), (1, 0.025011254), (2, 0.02502932), (3, 0.025014112), (4, 0.025005514), (5, 0.025028173), (6, 0.025005639), (7, 0.8248993)]",7
建议 购买 一点 味道 好吃 退货 运费 自理 运费 太贵,"[(0, 0.011389352), (1, 0.2799399), (2, 0.011381079), (3, 0.011376364), (4, 0.27900365), (5, 0.38414216), (6, 0.011382826), (7, 0.011384688)]",5
真的 难吃 皮苦 要死 果肉 味道 宣传 毫无关系,"[(0, 0.01391053), (1, 0.013930655), (2, 0.0139121665), (3, 0.12776059), (4, 0.013903996), (5, 0.013904347), (6, 0.013914905), (7, 0.7887628)]",7
卖家 榨汁 榨汁 变甜 幸好 两个,"[(0, 0.017895857), (1, 0.017873095), (2, 0.017887093), (3, 0.017871127), (4, 0.87482446), (5, 0.01789136), (6, 0.01787932), (7, 0.017877705)]",4
去年 去年 一般性,"[(0, 0.03133928), (1, 0.031273656), (2, 0.031284086), (3, 0.031273663), (4, 0.031317905), (5, 0.031279225), (6, 0.78095454), (7, 0.031277593)]",6
从来不 评价 葡萄柚 一点 不甜 一股 烂味 谨慎 购买,"[(0, 0.2843065), (1, 0.012529033), (2, 0.012518151), (3, 0.012510116), (4, 0.012517156), (5, 0.35713854), (6, 0.29595587), (7, 0.012524687)]",5
没什么 味道,"[(0, 0.041725636), (1, 0.70810467), (2, 0.04169858), (3, 0.04167824), (4, 0.041709453), (5, 0.041688234), (6, 0.04170208), (7, 0.041693076)]",1
好吃 巨苦 稍微 沾到 一点 柚子 苦味 水分 挺足 甜味 不酸 皮和肉 连得 太紧 虚假 宣传 一点 一股 柚子 酸涩 苦味 回购,"[(1, 0.1634309), (5, 0.80386394)]",5
个头 很小 包装 味道 不怎么样 苦涩 味道 肚子疼 建议 购买,"[(0, 0.011383372), (1, 0.011389053), (2, 0.45250326), (3, 0.011374855), (4, 0.011375741), (5, 0.47920325), (6, 0.011381366), (7, 0.011389063)]",5
一股 苦味 好吃 小黑点 难吃 一批,"[(0, 0.017902562), (1, 0.8747582), (2, 0.017882323), (3, 0.017868549), (4, 0.01788537), (5, 0.017956868), (6, 0.017876823), (7, 0.017869288)]",1
难吃 浪费 毛钱 直播 味道 苦味 难吃,"[(0, 0.01563633), (1, 0.89044416), (2, 0.015653465), (3, 0.015648087), (4, 0.015636308), (5, 0.01569952), (6, 0.015640441), (7, 0.015641702)]",1
一共 酒味 新鲜,"[(0, 0.7808928), (1, 0.0313142), (2, 0.0312985), (3, 0.031284932), (4, 0.03128972), (5, 0.0313171), (6, 0.031308033), (7, 0.031294715)]",0
实物 直播 东西 不符 难吃 很小,"[(0, 0.017873898), (1, 0.017896084), (2, 0.8748408), (3, 0.017880164), (4, 0.017876767), (5, 0.017870488), (6, 0.017877622), (7, 0.017884176)]",2
真的 难吃 从来不 评价 真的 受不了 葡萄柚 一点 甜味,"[(0, 0.01251369), (1, 0.24238071), (2, 0.012515405), (3, 0.012510047), (4, 0.012514052), (5, 0.6825227), (6, 0.012526372), (7, 0.0125170415)]",5
缺斤少两 净重 纸箱,"[(0, 0.03128576), (1, 0.03128509), (2, 0.03130156), (3, 0.78093356), (4, 0.0313068), (5, 0.031286895), (6, 0.031287715), (7, 0.031312607)]",3
勾使,"[(0, 0.062594585), (1, 0.06259467), (2, 0.062594645), (3, 0.0625947), (4, 0.0625947), (5, 0.06259459), (6, 0.06259466), (7, 0.5618375)]",7
一箱 买过 最不甜 葡萄柚,"[(0, 0.41151118), (1, 0.02506486), (2, 0.0251006), (3, 0.025048107), (4, 0.025075376), (5, 0.43806362), (6, 0.025084477), (7, 0.025051787)]",5
一共 七个 最不甜 葡萄柚,"[(0, 0.025058825), (1, 0.02504749), (2, 0.8244192), (3, 0.025031444), (4, 0.02509048), (5, 0.025176074), (6, 0.025120432), (7, 0.025056032)]",2
一点 不甜 好多 种子 七个 建议 上当,"[(0, 0.015656604), (1, 0.015660113), (2, 0.6338994), (3, 0.015636448), (4, 0.015647408), (5, 0.2721907), (6, 0.015662098), (7, 0.015647264)]",2
一箱 收到 六个 两个 家里 老人 算了,"[(0, 0.14496703), (1, 0.015648076), (2, 0.015653897), (3, 0.015643213), (4, 0.3483215), (5, 0.015663423), (6, 0.42843133), (7, 0.015671536)]",6
推荐 三天 柚子 一点 甜味 水份 优点 到手 到手,"[(0, 0.012523272), (1, 0.012545815), (2, 0.012529546), (3, 0.012524612), (4, 0.012516635), (5, 0.91230875), (6, 0.012530279), (7, 0.01252104)]",5
差劲 榨汁 个烂 柚子 不行,"[(0, 0.020874124), (1, 0.020861736), (2, 0.020859128), (3, 0.02086416), (4, 0.020894371), (5, 0.020908056), (6, 0.020848935), (7, 0.85388947)]",7
去年 江南 江南 只发 特别 榨汁机 没法用,"[(0, 0.8904087), (1, 0.015650513), (2, 0.015655119), (3, 0.015656848), (4, 0.015664343), (5, 0.015661059), (6, 0.015653808), (7, 0.015649581)]",0
直播间 大相径庭 一点 苦涩,"[(0, 0.025029983), (1, 0.025044613), (2, 0.025048472), (3, 0.025039328), (4, 0.025035411), (5, 0.8247333), (6, 0.025030103), (7, 0.025038743)]",5
兄弟 主播 一套 世界 果子吃 一点 不甜 卖东西 当面 一套 背后 一套 服务态度,"[(0, 0.93736976)]",0
描述 相符 情况 分量 性价比 好吃 包装 虚假 宣传,"[(0, 0.012509724), (1, 0.3459237), (2, 0.15370895), (3, 0.43775135), (4, 0.012522778), (5, 0.012521252), (6, 0.012544376), (7, 0.012517913)]",3
水果 陈旧 实在 难以 下咽 直播,"[(0, 0.017877007), (1, 0.017877512), (2, 0.017880002), (3, 0.01789013), (4, 0.017873725), (5, 0.01788019), (6, 0.87482697), (7, 0.017894415)]",6
果肉 分不开 水分 发涩 发苦,"[(0, 0.0208864), (1, 0.8533263), (2, 0.020917473), (3, 0.020864112), (4, 0.021049378), (5, 0.02103677), (6, 0.021018943), (7, 0.020900566)]",1
难吃 一点 再也 江南 东西,"[(0, 0.6558039), (1, 0.21905147), (2, 0.02085662), (3, 0.020846568), (4, 0.020865424), (5, 0.020863038), (6, 0.020848483), (7, 0.02086453)]",0
讲解 水分 好吃,"[(0, 0.03128046), (1, 0.031352647), (2, 0.031282563), (3, 0.78074324), (4, 0.031333294), (5, 0.03137127), (6, 0.03128211), (7, 0.03135443)]",3
真的 难吃 水份 咬不动 水果店 没熟 柿子,"[(0, 0.015756028), (1, 0.01568175), (2, 0.8902581), (3, 0.015654396), (4, 0.01565562), (5, 0.015663499), (6, 0.015653605), (7, 0.015677024)]",2
第一次 时侯 很好 好评 良心 第二次 老实 希有 一共 坏果 过份 客服 补回 几塊 算了 这店 失望,"[(0, 0.9512986)]",0
不脆 客服,"[(0, 0.041699458), (1, 0.04173676), (2, 0.041742478), (3, 0.041874986), (4, 0.041705344), (5, 0.7078279), (6, 0.041692544), (7, 0.04172051)]",5
一箱 一箱 品质 不好 坏果,"[(0, 0.85404557), (1, 0.020850463), (2, 0.02086663), (3, 0.020842649), (4, 0.02086336), (5, 0.020850994), (6, 0.020845015), (7, 0.020835347)]",0
第一 甜度 味如嚼蜡 果皮 商家 承诺 摘现 收到 至少 库房 星期 果皮 冬枣 第三 商家 服务态度 敷衍 一味 推脱 责任 拒收 退货 以此 退货 直播间 陈述 事实 踢出 直播间 商家 账户 拉黑 随便 几个 果皮 老化 水果 口感,"[(3, 0.8476314), (4, 0.13309953)]",3
看吧 真无语,"[(0, 0.041900273), (1, 0.04176269), (2, 0.04168868), (3, 0.70779395), (4, 0.04178832), (5, 0.04168867), (6, 0.04168868), (7, 0.041688703)]",3
展示 大果 寄来 一颗 以次充好,"[(0, 0.020893687), (1, 0.020862767), (2, 0.020862633), (3, 0.02085641), (4, 0.020854354), (5, 0.16324443), (6, 0.20904444), (7, 0.5233813)]",7
优质 大果 没大 中等 大小 褐色,"[(0, 0.8748573), (1, 0.017874384), (2, 0.01787613), (3, 0.01787076), (4, 0.017878175), (5, 0.017898599), (6, 0.0178736), (7, 0.017871002)]",0
稀有 果王 收到 占多数 卖家 辩解 甜度 实话实说 差评 太坑,"[(0, 0.011394361), (1, 0.011399854), (2, 0.9202702), (3, 0.011387678), (4, 0.011378997), (5, 0.01138419), (6, 0.011393982), (7, 0.011390736)]",2
直播间 给我发 很脆 甜味 打赏 好评,"[(0, 0.01788813), (1, 0.87476176), (2, 0.017886838), (3, 0.0178827), (4, 0.017885823), (5, 0.017888445), (6, 0.0179318), (7, 0.01787448)]",1
真的 物超所值 果子 真的 物流 坏果,"[(0, 0.01788872), (1, 0.017891329), (2, 0.017882695), (3, 0.017885866), (4, 0.017923554), (5, 0.8747188), (6, 0.01793016), (7, 0.017878903)]",5
东西 垃圾 品种 打着 现摘 名头 现货 地摊货,"[(0, 0.79335797), (1, 0.013927531), (2, 0.013921915), (3, 0.0139512615), (4, 0.013931331), (5, 0.12306204), (6, 0.01392668), (7, 0.013921339)]",0
消费 朋友 他家 骗人 中枣 葡萄 二斤 九元 一斤 他家 慎重考虑,"[(0, 0.010442621), (1, 0.01043315), (2, 0.010453311), (3, 0.010432663), (4, 0.010445972), (5, 0.010448475), (6, 0.9269016), (7, 0.010442216)]",6
购买 朋友 直播间 介绍 收到 大部分 枣子 大果 很小 硬邦 那种 感觉 理解 上当 直播间 吹牛 发货 大部分 抓住 情况 恶意 评价,"[(5, 0.9618727)]",5
发表 评论 确认 收货 收到 大枣 直播间 收到 绿色 不脆 不甜 直播间 理论 主播,"[(2, 0.94154)]",2
个头 味道 好多 再也不会,"[(0, 0.025022227), (1, 0.025025196), (2, 0.8248686), (3, 0.025009938), (4, 0.02500839), (5, 0.025020989), (6, 0.025033543), (7, 0.025011033)]",2
服务态度 售后服务 态度 极差 冬枣 品相 优质 大果 果子 青绿色 快递 顺丰 快递 值得 信赖 综合 评价 店家 直播间 虚假 宣传 误导 客户 购物,"[(4, 0.7395901), (5, 0.23032734)]",4
直播间 骗人 垃圾 难吃,"[(0, 0.025013888), (1, 0.025095087), (2, 0.39233476), (3, 0.025042148), (4, 0.025039528), (5, 0.4574165), (6, 0.025019778), (7, 0.025038315)]",5
真对不起 块钱 一斤 价格,"[(0, 0.025043638), (1, 0.025014156), (2, 0.025037423), (3, 0.025017524), (4, 0.025131175), (5, 0.02505093), (6, 0.025017295), (7, 0.8246879)]",7
果王 半层 大果 小果 好评 弄虚作假 商家,"[(0, 0.015651256), (1, 0.015650712), (2, 0.015652118), (3, 0.015646797), (4, 0.015650282), (5, 0.8904326), (6, 0.015673297), (7, 0.015642934)]",5
很小 反正 大部分 本来 味道 冬枣 发苦 沾化 不远 吃过挺多 反正 沾化 冬枣 差远了,"[(2, 0.94154745)]",2
好吃 水分 木头,"[(0, 0.03129258), (1, 0.031366162), (2, 0.03129469), (3, 0.7807144), (4, 0.03130562), (5, 0.031383686), (6, 0.031276215), (7, 0.03136665)]",3
真的 沾化 冬枣 口感 店家 拉黑 售后 不行 体验 最差 网购,"[(0, 0.010432782), (1, 0.010431589), (2, 0.010445471), (3, 0.010458538), (4, 0.010444559), (5, 0.9269199), (6, 0.010431389), (7, 0.010435816)]",5
视频 态度 事实 客服 个数 个数 区间 身高 平均 年收入 平均 意义 物流 很快,"[(3, 0.94152975)]",3
描述 相符 情况 不符 果子 内质 性价比,"[(0, 0.015636865), (1, 0.015648505), (2, 0.015639657), (3, 0.32379043), (4, 0.015662622), (5, 0.015646199), (6, 0.5823415), (7, 0.015634265)]",6
第二次 购买 第一次 购买 满意 没想到 购买 收到 果都 新鲜 几个 收到 发霉 起毛 蛆虫 为据,"[(2, 0.13292465), (7, 0.8229012)]",7
精品 大果 最贵 参差不齐 大果 表面 几个 再也 直播间 东西,"[(0, 0.56135255), (1, 0.01138045), (2, 0.011392738), (3, 0.01137957), (4, 0.011380127), (5, 0.37035388), (6, 0.011383234), (7, 0.0113774575)]",0
好多 还坏 好歹 过得去,"[(0, 0.025043093), (1, 0.02502871), (2, 0.025083326), (3, 0.025025034), (4, 0.8246624), (5, 0.025054207), (6, 0.025077272), (7, 0.025026016)]",4
描述 相符 情况 收到 直播间 不甜 第三张 图里 一口 味道,"[(0, 0.011378701), (1, 0.011391123), (2, 0.13815475), (3, 0.24435773), (4, 0.011379216), (5, 0.011387125), (6, 0.56057173), (7, 0.011379579)]",6
超级 垃圾 后悔 对版 下单 大果 小果,"[(0, 0.015639553), (1, 0.015633969), (2, 0.015668685), (3, 0.01564123), (4, 0.015639277), (5, 0.8904648), (6, 0.01563568), (7, 0.015676832)]",5
